GAME_ID,GAME_DATE,SEASON,HOME_TEAM_ID,HOME_TEAM_NAME,HOME_PTS,HOME_WL,HOME_FGM,HOME_FGA,HOME_FG3M,HOME_FG3A,HOME_OREB,HOME_DREB,HOME_FTM,HOME_FTA,HOME_REB,HOME_AST,HOME_TOV,HOME_PLUS_MINUS,AWAY_TEAM_ID,AWAY_TEAM_NAME,AWAY_PTS,AWAY_WL,AWAY_FGM,AWAY_FGA,AWAY_FG3M,AWAY_FG3A,AWAY_OREB,AWAY_DREB,AWAY_FTM,AWAY_FTA,AWAY_REB,AWAY_AST,AWAY_TOV,AWAY_PLUS_MINUS,HOME_TEAM_WINS,home_last10_win_pct,away_last10_win_pct,last10_win_pct_diff,home_last10_opponent_avg_win_pct,away_last10_opponent_avg_win_pct,last10_opponent_avg_win_pct_diff,home_last10_adjusted,away_last10_adjusted,last10_adjusted_diff,home_last10_home_win_pct,away_last10_away_win_pct,home_away_form_diff,home_rest_days,away_rest_days,rest_diff,home_last10_pts_scored,away_last10_pts_scored,home_last10_pts_allowed,away_last10_pts_allowed,home_off_vs_away_def,away_off_vs_home_def,offensive_defensive_matchup_diff,off_def_matchup_diff,home_last10_efg,away_last10_efg,effective_fg_pct_diff,efg_diff,home_net_rating,away_net_rating,net_rating_diff,home_turnover_rate,away_turnover_rate,turnover_rate_diff
0012500049,2025-10-12,2025-26,1610612753,Orlando Magic,120,W,37,94,13,40,23,37,33,38,60,23,19,16.0,1610612748,Miami Heat,104,L,35,91,9,33,14,27,25,34,41,20,15,-16.0,1,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.5,0.0,2,4,-2,127.0,106.0,108.0,113.66666666666667,13.333333333333329,-2.0,15.333333333333329,15.333333333333329,0.5401941264310602,0.4944081336238199,0.04578599280724033,0.04578599280724033,21.368866598008374,-7.876786282241118,29.24565288024949,18.21536246824588,18.539755420370298,-0.32439295212441976
0012500050,2025-10-12,2025-26,1610612738,Boston Celtics,138,W,43,82,18,45,12,39,34,39,51,27,21,31.0,1610612739,Cleveland Cavaliers,107,L,36,102,12,60,21,22,23,33,43,24,19,-31.0,1,0.5,0.0,0.5,0.25,0.75,-0.5,0.25,0.25,0.0,0.5,0.0,0.5,2,3,-1,113.0,114.5,105.0,118.5,-5.5,9.5,-15.0,-15.0,0.5170148679825686,0.523936170212766,-0.006921302230197379,-0.006921302230197379,8.967311944190214,-2.5010761863759896,11.468388130566204,19.96291661017576,14.505303865311479,5.4576127448642815
0012500051,2025-10-12,2025-26,1610612741,Chicago Bulls,121,L,42,88,11,41,6,39,26,36,45,30,10,-6.0,1610612749,Milwaukee Bucks,127,W,45,93,20,48,9,40,17,23,49,28,11,6.0,0,1.0,1.0,0.0,0.25,0.5,-0.25,0.75,1.0,-0.25,1.0,1.0,0.0,3,3,0,118.5,110.0,114.5,102.0,16.5,-4.5,21.0,21.0,0.5544847568657092,0.5604293441514536,-0.005944587285744429,-0.005944587285744429,2.5010761863759896,9.751040280221403,-7.2499640938454135,20.38714656325965,14.475443976701243,5.911702586558405
0012500052,2025-10-12,2025-26,1610612746,Los Angeles Clippers,94,L,33,77,9,37,8,34,19,26,42,24,15,-8.0,1610612743,Denver Nuggets,102,W,38,82,15,42,8,37,11,17,45,23,15,8.0,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,-0.5,7,6,1,100.0,114.0,100.0,117.0,-17.0,14.0,-31.0,-31.0,0.5,0.6346268656716418,-0.13462686567164184,-0.13462686567164184,0.0,-2.163985807227313,2.163985807227313,13.0,22.57411567228654,-9.574115672286538
0012500019,2025-10-13,2025-26,1610612737,Atlanta Hawks,119,W,39,108,12,48,20,38,29,41,58,22,16,1.0,1610612748,Miami Heat,118,L,44,113,5,34,23,47,25,30,70,22,19,-1.0,1,0.5,0.0,0.5,0.25,0.625,-0.375,0.25,0.125,0.125,0.5,0.0,0.5,2,1,1,117.5,105.5,119.0,115.25,2.25,-13.5,15.75,15.75,0.5462831286360699,0.47932258373434844,0.06696054490172143,0.06696054490172143,-0.9623446723234466,-9.710381659013084,8.748036986689637,14.534547699733295,17.410800110528285,-2.87625241079499
0012500053,2025-10-13,2025-26,1610612754,Indiana Pacers,108,L,38,81,19,41,10,30,13,17,40,24,24,-16.0,1610612759,San Antonio Spurs,124,W,44,92,15,37,15,30,21,27,45,30,17,16.0,0,1.0,1.0,0.0,0.8333333333333333,0.0,0.8333333333333333,1.3333333333333333,0.5,0.8333333333333333,1.0,1.0,0.0,2,3,-1,125.5,123.0,117.5,118.5,7.0,5.5,1.5,1.5,0.5626681340180973,0.5448053589484327,0.017862775069664605,0.017862775069664605,7.368942536220892,2.5180994027859853,4.850843133434907,20.033877123773443,16.4852185301564,3.548658593617045
0012500054,2025-10-13,2025-26,1610612752,New York Knicks,103,L,36,81,13,42,10,24,18,26,34,24,18,-17.0,1610612764,Washington Wizards,120,W,44,82,14,36,13,33,18,30,46,31,14,17.0,0,1.0,0.0,1.0,0.5,0.6666666666666666,-0.16666666666666663,1.0,0.16666666666666663,0.8333333333333334,1.0,0.5,0.5,4,1,3,100.0,112.0,95.0,113.0,-13.0,17.0,-30.0,-30.0,0.4166666666666667,0.4438202247191011,-0.027153558052434412,-0.027153558052434412,3.5294223944956826,1.0412317593507225,2.48819063514496,10.597302504816955,17.110951008645536,-6.5136485038285805
0012500056,2025-10-13,2025-26,1610612762,Utah Jazz,101,L,35,87,11,37,11,37,20,27,48,22,13,-13.0,1610612742,Dallas Mavericks,114,W,37,94,15,53,18,41,25,32,59,32,15,13.0,0,0.0,0.5,-0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,3,2,1,128.5,111.0,137.0,104.5,24.0,-26.0,50.0,50.0,0.6161484191272537,0.5271604938271605,0.08898792530009325,0.08898792530009325,-5.804417678746965,8.873766826181708,-14.678184504928673,14.67348965226911,16.543885557508517,-1.8703959052394072
0012500020,2025-10-14,2025-26,1610612740,New Orleans Pelicans,128,L,47,101,9,38,14,32,25,27,46,21,16,-2.0,1610612745,Houston Rockets,130,W,46,97,11,36,16,34,27,30,50,26,17,2.0,0,0.5,1.0,-0.5,0.5,0.5,0.0,0.5,1.0,-0.5,0.5,0.5,0.0,7,6,1,100.0,131.0,100.0,120.0,-20.0,31.0,-51.0,-51.0,0.5,0.5854970090365279,-0.0854970090365279,-0.0854970090365279,0.0,12.495053687143375,-12.495053687143375,13.0,15.425624728520141,-2.425624728520141
0012500021,2025-10-14,2025-26,1610612757,Portland Trail Blazers,111,L,40,104,9,43,18,34,22,31,52,21,19,-7.0,1610612744,Golden State Warriors,118,W,37,87,18,50,11,44,26,33,55,26,25,7.0,0,0.5,0.6666666666666666,-0.16666666666666663,0.5,0.16666666666666666,0.33333333333333337,0.5,0.33333333333333326,0.16666666666666674,1.0,0.0,1.0,4,2,2,123.5,118.66666666666667,126.0,117.33333333333333,6.166666666666671,-7.333333333333329,13.5,13.5,0.5113090792702444,0.5828411600883511,-0.07153208081810669,-0.07153208081810669,-0.4283962253934206,-0.19082511137754446,-0.23757111401587613,16.04782045481477,17.74757103595284,-1.6997505811380726
